case_id,architecture,risk_after_change,disposition,technical_validity,money_profile,requested_refund,authority_maximum_configured_input,authority_maximum_enforced,expected_execution,condition_confirmation,transfer_owner,materiality,authority_state,governance_workflow,resulting_authority,enforceable_boundary,actual_execution,prediction_comparison,control_assertion,browser_validation,independent_classification,reason,anomaly,reproduction_notes
C072,SAME_LAYER_REAUTHORIZATION,MEDIUM,NARROW,FAIL,ABOVE_LIMIT,400.00,250.00,250.00,BLOCK,N/A,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",NARROW disposition applied,"ACTIVE authority, scope max=$250.00, allowedRisk=LOW+MEDIUM","ENFORCEABLE: max=$250.00, allowedRisk=LOW+MEDIUM, conditions=0",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=P",CONFIRMED_VIA_LIVE_UI,PASS,"NARROW dynamically incorporates the input 'new authority maximum' into the resulting boundary (confirmed with $111, $250, $999 all correctly reflected) and dynamically widens allowedRiskLevels to include whichever post-change risk was selected (confirmed for MEDIUM and HIGH). Execution is correctly evaluated against this resulting boundary, not the disposition label. Note: the default NARROW decision simultaneously narrows the amount ceiling ($500->$250) while broadening the risk-level whitelist to admit the new risk -- a mixed narrow+broaden, not a pure narrowing, though the net effect is still a materially tighter amount ceiling.",,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$400.00; Governance disposition=NARROW; New authority maximum=$250.00; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C073,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C074,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C075,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C076,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C077,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.","Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions). | Reason-precedence note: this request violates BOTH the amount ceiling ($600 > $500) AND the risk-scope whitelist (risk not in [LOW]); the engine surfaces only 'amount exceeds maximum', silently masking the also-true risk-scope violation.",Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C078,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.","Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions). | Reason-precedence note: this request violates BOTH the amount ceiling ($600 > $500) AND the risk-scope whitelist (risk not in [LOW]); the engine surfaces only 'amount exceeds maximum', silently masking the also-true risk-scope violation.",Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C079,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.","Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions). | Reason-precedence note: this request violates BOTH the amount ceiling ($600 > $500) AND the risk-scope whitelist (risk not in [LOW]); the engine surfaces only 'amount exceeds maximum', silently masking the also-true risk-scope violation.",Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C080,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,PASS,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.","Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions). | Reason-precedence note: this request violates BOTH the amount ceiling ($600 > $500) AND the risk-scope whitelist (risk not in [LOW]); the engine surfaces only 'amount exceeds maximum', silently masking the also-true risk-scope violation.",Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C081,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C082,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,ALLOW,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C083,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C084,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,BELOW_LIMIT,200.00,250.00,500.00,BLOCK,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C085,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C086,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,ALLOW,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C087,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,YES,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=YES; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C088,SAME_LAYER_REAUTHORIZATION,MEDIUM,CONDITION,FAIL,ABOVE_LIMIT,600.00,250.00,500.00,BLOCK,NO,N/A,MATERIAL,"NEW AUTHORITY CREATED, status=ACTIVE",CONDITION disposition applied,"ACTIVE authority, scope max=$500.00, allowedRisk=LOW","ENFORCEABLE: max=$500.00, allowedRisk=LOW, conditions=1",BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,FAIL - IMPLEMENTATION,"CONDITION reproduces the prior authority's exact scope (max=$500, allowedRiskLevels=[LOW]) and adds an enforceableConditions entry requiring supervisorConfirmation=true, but the resulting risk-scope (still LOW-only) blocks every materially-changed (MEDIUM/HIGH) request before the supervisor predicate can ever become the deciding factor. Across all 80 material CONDITION cases, supervisor confirmation YES and NO produce byte-identical ALLOW/BLOCK outcomes. The app's own plain-language narrative confirms this directly ('the current enforceable boundary ... permits customer risk levels: LOW' after a change to MEDIUM). The declared condition predicate is never operative in any reachable, materially-triggered scenario.",Supervisor-confirmation predicate has zero effect on execution outcome across all 80 material CONDITION cases (confirmed: YES/NO produce identical ALLOW/BLOCK distributions).,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$600.00; Governance disposition=CONDITION; New authority maximum=$250.00; Supervisor confirmation=NO; Technical validity=FAIL; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
C089,SAME_LAYER_REAUTHORIZATION,MEDIUM,TRANSFER,PASS,BELOW_LIMIT,200.00,250.00,N/A,ALLOW,N/A,ACTOR-GOVERNANCE,MATERIAL,NO NEW AUTHORITY CREATED,TRANSFER disposition applied,NONE,NONE CREATED,BLOCK,MISMATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,PASS,"TRANSFER correctly creates no executable authority (authorityCreated=false) and no boundary; execution BLOCKs with 'No executable authority was created by the governance decision.' regardless of architecture, technical validity, or requested amount -- matching the specified semantics for TRANSFER precisely.",,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=ALLOW; click Apply controls to JSON; click Run experiment.
C090,SAME_LAYER_REAUTHORIZATION,MEDIUM,TRANSFER,PASS,BELOW_LIMIT,200.00,250.00,N/A,BLOCK,N/A,ACTOR-GOVERNANCE,MATERIAL,NO NEW AUTHORITY CREATED,TRANSFER disposition applied,NONE,NONE CREATED,BLOCK,MATCH,"ASSERT-INVALID-BLOCK=P, ASSERT-NARROW-250=F",CONFIRMED_VIA_LIVE_UI,PASS,"TRANSFER correctly creates no executable authority (authorityCreated=false) and no boundary; execution BLOCKs with 'No executable authority was created by the governance decision.' regardless of architecture, technical validity, or requested amount -- matching the specified semantics for TRANSFER precisely.",,Load default; set Reauthorization architecture=SAME_LAYER_REAUTHORIZATION; Current customer risk=MEDIUM; Requested refund amount=$200.00; Governance disposition=TRANSFER; New authority maximum=$250.00; Technical validity=PASS; Expected execution result=BLOCK; click Apply controls to JSON; click Run experiment.
