case_id,scenario,architecture,disposition,technical_validity,expected_result,current_risk,requested_amount,new_authority_max,condition_value,transfer_owner,materiality_result,decision_valid,decision_reason,authority_id,authority_version,authority_status,governed_field,governed_op,governed_threshold,execution_result,execution_reason,boundary_id,prediction_match,independent_classification,classification_reason,scenario_specific_extra,decision_owner,recommendation,note
AC-6-TRANSFER,ACCESS-V2,SAME_LAYER,TRANSFER,PASS,ALLOW,,,,,Data Security Authority,MATERIAL,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,MISMATCH,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,"{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",,,
AC-7-SUSPEND,ACCESS-V2,SAME_LAYER,SUSPEND,PASS,ALLOW,,,,,,MATERIAL,,,AUTH-DECISION-ACCESS-2,21,SUSPENDED,,,,BLOCK,No enforceable boundary was created.,,MISMATCH,PASS,SUSPEND correctly left no active executable boundary.,"{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",,,
AC-8-REFUSE,ACCESS-V2,SAME_LAYER,REFUSE,PASS,ALLOW,,,,,,MATERIAL,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,MISMATCH,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,"{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",,,
AC-9-TVFAIL,ACCESS-V2,SAME_LAYER,RENEW,FAIL,ALLOW,,,,,,MATERIAL,,,,,,,,,BLOCK,Required condition was not satisfied: approvedChangeTicket,,MISMATCH,REVIEW REQUIRED,"In one un-reset run sequence a RENEW run surfaced a stale approvedChangeTicket condition-requirement and a validity-output that still read PASS despite technical-validity being set to FAIL; a controlled CONDITION-then-RENEW retest without reset did not reproduce this. Order/history-dependent; not enough isolated reruns were completed to pin down the trigger. SOURCE REVIEW NOTE: data/scenarios/privileged-system-access.json's ui.dispositionTemplates shows the 'conditions' array (the approvedChangeTicket predicate) is declared exclusively inside the CONDITION template, with no shared/global condition object referenced by RENEW's template -- so the static configuration does not itself explain a leak into RENEW. This rules out a config-level design flaw as the cause and narrows the hypothesis to a live client-side state-management artifact (e.g. an incomplete object reset when the disposition dropdown changes), consistent with the 'REVIEW REQUIRED, not confirmed' framing rather than a confirmed defect.","{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",,,"REVIEW REQUIRED, not confirmed: in one un-reset sequence, a RENEW run immediately after AC-12 (TRANSFER, empty owner) surfaced a stale approvedChangeTicket condition-requirement and a validity-output that still read PASS despite the technical-validity control being set to FAIL. A controlled reset-based retest (CONDITION run -> RENEW run, no reset between) did NOT reproduce the leak (RENEW's conditions came back empty and ALLOW). The leak appears order/history-dependent on the specific prior-disposition sequence rather than deterministically tied to CONDITION alone; not enough isolated reruns were completed to pin down the exact trigger. Flagged as a session-state-propagation question for follow-up, not asserted as a confirmed defect."
AC-10-ERBLOCK,ACCESS-V2,SAME_LAYER,RENEW,PASS,BLOCK,,,,,,MATERIAL,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,MATCH,REVIEW REQUIRED,"Captured in the same contaminated run sequence as AC-9; low confidence, not independently re-verified.","{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",,,Same un-reset run-history caveat as AC-9 applies -- this row was captured in the same contaminated sequence and should be treated as low-confidence rather than a clean equivalence-class case.
AC-11-SEP,ACCESS-V2,SEPARATED,RENEW,PASS,ALLOW,,,,,,MATERIAL,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,,MATCH,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",Production Operations,,
AC-12-TRANSFER-emptyowner,ACCESS-V2,SAME_LAYER,TRANSFER,PASS,ALLOW,,,,,,MATERIAL,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,MISMATCH,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,"{""context"": ""BUSINESS_ANALYTICS"", ""ticket"": ""true""}",,,empty transfer-owner did NOT reproduce the REFUND-V2 empty-owner materiality anomaly -- behaved identically to non-empty owner here
WF-1-RENEW-boundary48,WORKFORCE-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,MATERIAL,,,,,,resultingWeeklyHours,,48,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-WORK-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""hours"": 48, ""overtime"": ""true""}",,,
WF-3-RENEW-above49,WORKFORCE-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,Resulting weekly hours exceed the reauthorized assignment authority.,BOUNDARY-AUTH-DECISION-WORK-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""hours"": 49, ""overtime"": ""true""}",,,
WF-4-NARROW-boundary36,WORKFORCE-V2,SAME_LAYER,NARROW,PASS,ALLOW,,,,,,NON_MATERIAL,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-WORK-30,,PASS,NON_MATERIAL change correctly left prior authority operative without requiring reauthorization.,"{""hours"": 36, ""overtime"": ""true""}",,,"36h read as NON_MATERIAL against the original ~40h baseline, so the pre-existing (non-narrowed) authority answered this case"
WF-5-NARROW-above44,WORKFORCE-V2,SAME_LAYER,NARROW,PASS,ALLOW,,,,,,MATERIAL,,,,,,resultingWeeklyHours,,36,BLOCK,Resulting weekly hours exceed the narrowed assignment authority.,BOUNDARY-AUTH-DECISION-WORK-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""hours"": 44, ""overtime"": ""true""}",,,new-authority-maximum field confirmed inert; narrowed cap is fixed at 36h regardless of dollar value entered there
WF-6-CONDITION-true,WORKFORCE-V2,SAME_LAYER,CONDITION,PASS,ALLOW,,,,,,MATERIAL,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-WORK-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""hours"": 48, ""overtime"": ""true""}",,,
WF-7-CONDITION-false,WORKFORCE-V2,SAME_LAYER,CONDITION,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,Required condition was not satisfied: overtimeApproval,BOUNDARY-AUTH-DECISION-WORK-2,,PASS,CONDITION predicate correctly and causally consumed (matched-pair verified).,"{""hours"": 48, ""overtime"": ""false""}",,,clean matched pair confirming overtime-approval is causally consumed under CONDITION
WF-8-TRANSFER,WORKFORCE-V2,SAME_LAYER,TRANSFER,PASS,ALLOW,,,,,Workforce Operations,,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,"{""hours"": 48, ""overtime"": ""true""}",,,
WF-9-SUSPEND,WORKFORCE-V2,SAME_LAYER,SUSPEND,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,No enforceable boundary was created.,,,PASS,SUSPEND correctly left no active executable boundary.,"{""hours"": 48, ""overtime"": ""true""}",,,
WF-10-REFUSE,WORKFORCE-V2,SAME_LAYER,REFUSE,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,"{""hours"": 48, ""overtime"": ""true""}",,,
WF-11-TVFAIL,WORKFORCE-V2,SAME_LAYER,RENEW,FAIL,ALLOW,,,,,,,,,,,,,,,BLOCK,Technical validity is not PASS.,BOUNDARY-AUTH-WORK-30,,PASS,Technical FAIL independently blocked execution as required.,"{""hours"": 40, ""overtime"": ""true""}",,,
WF-12-SEP,WORKFORCE-V2,SEPARATED,RENEW,PASS,ALLOW,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-WORK-30,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""hours"": 40, ""overtime"": ""true""}",Workforce Scheduling,,
WF-13-ERBLOCK,WORKFORCE-V2,SAME_LAYER,RENEW,PASS,BLOCK,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-WORK-30,MISMATCH,PASS,"Actual execution correctly ignored the prediction control (prediction != permission), matched-pair verified.","{""hours"": 40, ""overtime"": ""true""}",,,prediction=BLOCK did not change actual ALLOW outcome -- prediction independence confirmed
PR-1-RENEW-totalmetric-block,PROCUREMENT-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,MATERIAL,,,,,,totalAcquisitionCostCents,,17500000,BLOCK,Total acquisition cost exceeds the configured purchasing boundary.,BOUNDARY-AUTH-DECISION-PROC-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""metric"": ""totalAcquisitionCostCents"", ""equipment"": 145000, ""shipping"": 55000, ""finance"": ""true""}",,,
PR-2-RENEW-equipmetric-allow,PROCUREMENT-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,MATERIAL,,,,,,equipmentPriceCents,,17500000,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-PROC-40,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""metric"": ""equipmentPriceCents"", ""equipment"": 145000, ""shipping"": 55000, ""finance"": ""true""}",,,"Same $145k/$55k facts, only the governed-metric selector changed, and the actual ALLOW/BLOCK outcome flipped -- confirms the metric control is genuinely causal under RENEW."
PR-3-NARROW-totalmetric-BUG,PROCUREMENT-V2,SAME_LAYER,NARROW,PASS,ALLOW,,,,,,,,,,,,equipmentPriceCents,,15000000,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-PROC-2,,FAIL-IMPLEMENTATION,"NARROW disposition ignores the governed-metric selector for Procurement: with totalAcquisitionCostCents explicitly selected, the resulting authority scope still constrains equipmentPriceCents only, letting a $200k total acquisition (over any reasonable narrowed total-cost boundary) read ALLOW because equipment-only price ($145k) clears the (wrongly-applied) $150k equipment cap. Reproduced on 3 independent fresh page loads.","{""metric"": ""totalAcquisitionCostCents"", ""equipment"": 145000, ""shipping"": 55000, ""finance"": ""true""}",,,"DEFECT: governed-metric selector was explicitly set to totalAcquisitionCostCents, but the NARROW-disposition authority scope still constrains equipmentPriceCents ($150k cap) instead. Net effect: equipment price $145k <= $150k cap so the run reads ALLOW, even though the user-selected total-cost basis ($200k) exceeds any reasonable narrowed boundary. Reproduced 3 times across independent fresh page loads (see report). This is the strongest and most reproducible finding in the whole evaluation."
PR-4-CONDITION-financetrue,PROCUREMENT-V2,SAME_LAYER,CONDITION,PASS,ALLOW,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-PROC-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""metric"": ""totalAcquisitionCostCents"", ""finance"": ""true""}",,,
PR-5-CONDITION-financefalse,PROCUREMENT-V2,SAME_LAYER,CONDITION,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,Required condition was not satisfied: financeApproval,BOUNDARY-AUTH-DECISION-PROC-2,,PASS,CONDITION predicate correctly and causally consumed (matched-pair verified).,"{""metric"": ""totalAcquisitionCostCents"", ""finance"": ""false""}",,,clean matched pair confirming financeApproval is causally consumed under CONDITION
PR-6-TRANSFER,PROCUREMENT-V2,SAME_LAYER,TRANSFER,PASS,ALLOW,,,,,Finance Procurement Authority,,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,"{""finance"": ""true""}",,,
PR-7-SUSPEND,PROCUREMENT-V2,SAME_LAYER,SUSPEND,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,No enforceable boundary was created.,,,PASS,SUSPEND correctly left no active executable boundary.,,,,
PR-8-REFUSE,PROCUREMENT-V2,SAME_LAYER,REFUSE,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,,,,
PR-9-TVFAIL,PROCUREMENT-V2,SAME_LAYER,RENEW,FAIL,ALLOW,,,,,,,,,,,,,,,BLOCK,Technical validity is not PASS.,BOUNDARY-AUTH-PROC-40,,PASS,Technical FAIL independently blocked execution as required.,"{""metric"": ""equipmentPriceCents""}",,,
PR-10-SEP,PROCUREMENT-V2,SEPARATED,RENEW,PASS,ALLOW,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-PROC-40,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""metric"": ""equipmentPriceCents""}",Procurement,,
PR-11-ERBLOCK,PROCUREMENT-V2,SAME_LAYER,RENEW,PASS,BLOCK,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-PROC-40,MISMATCH,PASS,"Actual execution correctly ignored the prediction control (prediction != permission), matched-pair verified.","{""metric"": ""equipmentPriceCents""}",,,prediction=BLOCK did not change actual ALLOW -- prediction independence confirmed
AR-1-RENEW-identitytrue,ACCOUNT-RESTRICTION-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,MATERIAL,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""identity"": ""true"", ""secondReview"": ""true""}",,"{""restrictionLevel"": ""TEMPORARY_RESTRICTION"", ""confidence"": 0.97, ""source"": ""Configured risk recommendation""}","confidence=0.97 is a fixed, non-editable display value; it appears nowhere in the decision/execution predicate logic across any run in this scenario -- confidence-independence holds structurally because confidence is never wired into any conditional in the observed evidence"
AR-2-RENEW-identityfalse,ACCOUNT-RESTRICTION-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,NON_MATERIAL,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-ACCOUNT-50,,PASS,NON_MATERIAL change correctly left prior authority operative without requiring reauthorization.,"{""identity"": ""false"", ""secondReview"": ""true""}",,,
AR-3-RENEW-secondReviewFalse-inert,ACCOUNT-RESTRICTION-V2,SAME_LAYER,RENEW,PASS,ALLOW,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""identity"": ""true"", ""secondReview"": ""false""}",,,"secondReviewApproved has no effect under RENEW (only consumed under CONDITION, see AR-4/AR-5)"
AR-4-CONDITION-secondReviewTrue,ACCOUNT-RESTRICTION-V2,SAME_LAYER,CONDITION,PASS,ALLOW,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""identity"": ""true"", ""secondReview"": ""true""}",,,
AR-5-CONDITION-secondReviewFalse,ACCOUNT-RESTRICTION-V2,SAME_LAYER,CONDITION,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,Required condition was not satisfied: secondReviewApproved,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,CONDITION predicate correctly and causally consumed (matched-pair verified).,"{""identity"": ""true"", ""secondReview"": ""false""}",,,clean matched pair confirming secondReviewApproved is causally consumed under CONDITION
AR-6-NARROW,ACCOUNT-RESTRICTION-V2,SAME_LAYER,NARROW,PASS,ALLOW,,,,,,,,,,,,restrictionLevel,IN,"[""MONITOR_ONLY""]",BLOCK,Requested restriction level is outside the narrowed authority. Identity-verification state is outside the narrowed authority.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,"{""identity"": ""true"", ""secondReview"": ""true""}",,,narrowed scope is a genuine strict subset (MONITOR_ONLY/identity-false only) -- correct NARROW semantics
AR-7-TRANSFER,ACCOUNT-RESTRICTION-V2,SAME_LAYER,TRANSFER,PASS,ALLOW,,,,,Trust and Safety,,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,,,,
AR-8-SUSPEND,ACCOUNT-RESTRICTION-V2,SAME_LAYER,SUSPEND,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,No enforceable boundary was created.,,,PASS,SUSPEND correctly left no active executable boundary.,,,,
AR-9-REFUSE,ACCOUNT-RESTRICTION-V2,SAME_LAYER,REFUSE,PASS,ALLOW,,,,,,,,,,,,,,,BLOCK,No executable authority was created by the governance decision.,,,PASS,Disposition correctly created no executable authority; BLOCK is the expected result.,,,,
AR-10-TVFAIL,ACCOUNT-RESTRICTION-V2,SAME_LAYER,RENEW,FAIL,ALLOW,,,,,,,,,,,,,,,BLOCK,Technical validity is not PASS.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,Technical FAIL independently blocked execution as required.,,,,
AR-11-SEP,ACCOUNT-RESTRICTION-V2,SEPARATED,RENEW,PASS,ALLOW,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,,PASS,Execution outcome is consistent with the declared authority boundary and constraint values.,,Account Risk Operations,,
AR-12-ERBLOCK,ACCOUNT-RESTRICTION-V2,SAME_LAYER,RENEW,PASS,BLOCK,,,,,,,,,,,,,,,ALLOW,Requested action is within the current enforceable boundary and all required conditions are satisfied.,BOUNDARY-AUTH-DECISION-ACCOUNT-2,MISMATCH,PASS,"Actual execution correctly ignored the prediction control (prediction != permission), matched-pair verified.",,,,prediction=BLOCK did not change actual ALLOW -- prediction independence confirmed
